"timestamp","catalogVersion","platformVersion","fileName","ratio","section","status","priority","sourceExists","action","corePath","allPath","futurePath","devIncomingPath","description"
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","ferrazol_series_card.webp","16:9","Series 6000 HelioZol","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\ferrazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\ferrazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\ferrazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\ferrazol_series_card.webp","Waterborne coatings applicator spraying industrial piping; zero foam and fast water resistance; cyan accent surfaces."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","xelozol_series_card.webp","16:9","Series 6000 HelioZol","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\xelozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\xelozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\xelozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\xelozol_series_card.webp","Furniture finishing specialist applying 2K hybrid clear topcoat to hardwood; water-white clarity."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","tectazol_series_card.webp","16:9","Series 6000 HelioZol","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\tectazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\tectazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\tectazol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\tectazol_series_card.webp","Commercial flat roof; architectural contractor applying white elastomeric cool roof coating with roller."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","oleozol_series_card.webp","16:9","Series 6000 HelioZol","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\oleozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\oleozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\oleozol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\oleozol_series_card.webp","Application test lab; decorative paint formulator comparing waterborne hybrid alkyd with solvent alkyd finish."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","luxzol_series_card.webp","16:9","Series 6000 HelioZol","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\luxzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\luxzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\luxzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\luxzol_series_card.webp","Automotive spray booth; painter applying high-DOI clearcoat to fleet vehicle; mirror finish."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","rd_services_secure_ai.webp","16:9","Advanced R&D Services","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\rd_services_secure_ai.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\rd_services_secure_ai.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\rd_services_secure_ai.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\rd_services_secure_ai.webp","Secure lab/server room hybrid; senior data scientist at isolated ChemNeural AI terminal; cyan and amber IP-security lighting."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","cognichem_lab_header.webp","16:9","Advanced R&D Services","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\cognichem_lab_header.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\cognichem_lab_header.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\cognichem_lab_header.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\cognichem_lab_header.webp","Elite R&D partnership lab; male and female chemist duo collaborating over bespoke formulations; CogniChem text."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","amberxyl_series_card.webp","16:9","Remaining Portfolio","CREATED","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\amberxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\amberxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\amberxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\amberxyl_series_card.webp","AmberXyl Series 2000; aspirational residential DIY image prompt already created."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","coalezol_series_card.webp","16:9","Remaining Portfolio","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\coalezol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\coalezol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\coalezol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\coalezol_series_card.webp","CoaleZol Series 7000; female scientist at scrub resistance testing machine demonstrating zero-VOC film integration."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","synerxyl_series_card.webp","16:9","Remaining Portfolio","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\synerxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\synerxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\synerxyl_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\synerxyl_series_card.webp","SynerXyl Series 8000; specialist at high-shear disperser reading a Hegman gauge."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","natuzol_series_card.webp","16:9","Remaining Portfolio","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\natuzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\natuzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\natuzol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\natuzol_series_card.webp","NatuZol Series 9000; female chemist evaluating biobased skin polymer on forearm patch."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","purizol_series_card.webp","16:9","Remaining Portfolio","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\purizol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\purizol_series_card.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\purizol_series_card.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\purizol_series_card.webp","PuriZol Series 10000; female operator monitoring municipal water clarifier."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","emulsacore_tech_icon.webp","1:1","Tech Icons","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\emulsacore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\emulsacore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\emulsacore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\emulsacore_tech_icon.webp","Macro shot: gloved hands pouring water into clear resin vessel; zero foam/cloudiness; concentric ring overlay."
"2026-06-06T15:34:05","P4C-WMS-V1.0","P4C-WMS-V1.0","xylocore_tech_icon.webp","1:1","Tech Icons","NEW","","True","SKIPPED_EXISTS","M:\Mi unidad\devweb\pro4chem-site\public\images\core\xylocore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\v21\all\xylocore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-site\public\images\future\xylocore_tech_icon.webp","M:\Mi unidad\devweb\pro4chem-dev\public\images\incoming\v21\xylocore_tech_icon.webp","Macro shot: technician sanding coated wood panel; fine white dust; cyan accent lighting."
